Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Annual Leave Entitlement (days),Ethnicity,Tenure (Years),Age (Years),Age Band,Tenure Band,Salary Band,Performance Review Year,Performance Rating,Projects Handled,Project Target,Working Hours,Overtime,Team Size,Potential Rating,Satisfaction Score,Incentive Amount ($),Bonus ($),Incentive Amount ($) Band,Bonus ($) Band,Satisfaction Score Band,Team Size Band,Performance Rating Band,Projects Handled Band,Project Target Band,Working Hours Band,Overtime Band
1821,Saumya Pradhan,9/14/1972,Female,Associate's,12/28/2020,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,52373.79,2,22,India-Tribal,3,52,46-55,1-3 Years,50K-75K,2023,2.25,44,50,1835.25,87.5,12.75,High,4.5,7024.13,8844.45,5K-10K,5K-10K,Very High,15-Nov,Average,41-60,41-60,1701-1900,51-100
1822,Christine Mason,4/26/1973,Female,Bachelor's,6/6/2020,Finance,Accountant,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,46167.16,1,25,White British,4,51,46-55,4-6 Years,30K-50K,2023,3.25,45,57,1973.75,155.5,13,High,4,8810.57,11681.99,5K-10K,10K-20K,High,15-Nov,Good,41-60,41-60,1901-2100,151-200
1823,Mrs Ruth John,4/14/1978,Other,Doctorate,1/7/2019,Marketing,Marketing Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,78121.92,1,22,Asian British,5,46,46-55,4-6 Years,75K-100K,2023,3,54,67,1892.8,185.8,4,Low,4.2,10071.77,14553.91,10K-15K,10K-20K,Very High,5-Jan,Average,41-60,61-80,1701-1900,151-200
1824,Scott Bryant,5/13/1996,Male,High School,4/1/2021,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,65783.57,1,20,White British,2,28,26-35,1-3 Years,50K-75K,2023,2,33,39,1777.666667,149.3333333,7.666666667,High,2.666666667,4556,6150.53,500-5K,5K-10K,Medium,10-Jun,Below Average,21-40,21-40,1701-1900,101-150
1825,Douglas Buchanan,3/10/1979,Male,High School,4/1/2018,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,52710.29,4,22,White,6,45,36-45,4-6 Years,50K-75K,2023,3.333333333,62,70,1925.5,127.1666667,9.666666667,Low,4.333333333,12521.28,18716.88,10K-15K,10K-20K,Very High,10-Jun,Good,61-80,61-80,1901-2100,101-150
1826,Max Iyer,2/13/2006,Male,Bachelor's,3/1/2021,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,73642.98,2,20,Indo-Aryan,3,18,18-25,1-3 Years,50K-75K,2023,1.666666667,31,40,1970.666667,216.6666667,15,Low,3.333333333,3046.41,4675.12,500-5K,500-5K,High,15-Nov,Below Average,21-40,21-40,1901-2100,Above 200
1827,Colleen Harmon,4/23/1997,Male,Bachelor's,9/18/2019,Finance,Accountant,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,64034.76,0,20,Bengali,5,27,26-35,4-6 Years,50K-75K,2023,2.2,53,67,1892.4,125.8,12.2,Moderate,3.8,7744.46,11081.09,5K-10K,10K-20K,High,15-Nov,Average,41-60,61-80,1701-1900,101-150
1828,Susan Ortiz,8/15/1994,Female,Doctorate,12/4/2021,Sales,Sales Representative,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,66715.92,2,22,Bengali,3,30,26-35,1-3 Years,50K-75K,2023,1.666666667,32,43,1927,169.6666667,11,High,4,3271.85,4564.83,500-5K,500-5K,High,15-Nov,Below Average,21-40,41-60,1901-2100,151-200
1829,Allan Morgan,1/2/1960,Male,Associate's,8/29/2021,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,73361.44,1,22,White British,1,65,56-66,1-3 Years,50K-75K,2024,3,75,86,2175.714286,151.1428571,11.85714286,High,3.857142857,16826.04,24746.73,15K-20K,20K-30K,High,15-Nov,Average,61-80,Above 80,Above 2100,151-200
1830,Juan Stephenson,9/14/1966,Male,Master's,12/17/2021,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,62532.61,2,22,Bengali,3,58,56-66,1-3 Years,50K-75K,2023,2,35,39,2010,194,7,High,3,4375.69,6575.35,500-5K,5K-10K,Medium,10-Jun,Below Average,21-40,21-40,1901-2100,151-200
1831,Jason Young,4/6/2000,Other,High School,10/8/2018,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,96004.92,3,18,Bengali,6,24,18-25,4-6 Years,75K-100K,2023,3,68,76,1944.833333,69.5,12.33333333,Moderate,3.666666667,13849.04,17626.55,10K-15K,10K-20K,High,15-Nov,Average,61-80,61-80,1901-2100,51-100
1832,Anne Francis,1/8/1960,Female,High School,4/7/2019,R&D,Research Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,119539.87,4,18,White British,5,65,56-66,4-6 Years,100K-125K,2023,1.8,57,70,1992.8,205.8,11.2,Low,3.8,6126.28,8800.63,5K-10K,5K-10K,High,15-Nov,Below Average,41-60,61-80,1901-2100,Above 200
1833,Lesley Wilson,5/23/1970,Female,Bachelor's,8/24/2020,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,60853.74,1,22,White British,4,54,46-55,4-6 Years,50K-75K,2023,1.75,44,48,1946,155.5,9.25,Moderate,3,4879.09,7362.38,500-5K,5K-10K,Medium,10-Jun,Below Average,41-60,41-60,1901-2100,151-200
1834,Dr Marian Adams,3/16/2002,Female,High School,3/21/2019,Marketing,Content Strategist,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,102386.7,1,15,Black British,5,22,18-25,4-6 Years,100K-125K,2023,2.6,55,62,1967.8,121.4,7,Moderate,3.8,9143.83,12827.02,5K-10K,10K-20K,High,10-Jun,Average,41-60,61-80,1901-2100,101-150
1835,Mary Ford,1/3/1962,Male,Bachelor's,6/8/2020,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,56839.23,4,22,White,3,63,56-66,1-3 Years,50K-75K,2024,3.428571429,76,87,2077.857143,144.5714286,8.285714286,High,2.857142857,9676.89,18878.69,5K-10K,10K-20K,Medium,10-Jun,Good,61-80,Above 80,1901-2100,101-150
1836,Kreszenz Heß,7/24/2003,Male,Associate's,9/11/2019,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,40465.21,0,22,German,5,21,18-25,4-6 Years,30K-50K,2023,1.6,51,60,2048.2,105.6,8.4,Moderate,4,5401.51,7391.03,5K-10K,5K-10K,High,10-Jun,Below Average,41-60,41-60,1901-2100,101-150
1837,Linda Lin,3/21/2002,Male,Bachelor's,5/26/2019,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,66522.68,3,22,Bengali,5,22,18-25,4-6 Years,50K-75K,2023,2.8,52,56,1989,164.6,11.8,Moderate,4.6,10010.83,13990.87,10K-15K,10K-20K,Very High,15-Nov,Average,41-60,41-60,1901-2100,151-200
1838,Lydia Turner,5/28/1998,Male,Doctorate,6/7/2018,Marketing,Marketing Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,120394.6,1,15,White British,6,26,26-35,4-6 Years,100K-125K,2023,3.166666667,67,78,2099,98.83333333,12,High,4,12886.76,18692.61,10K-15K,10K-20K,High,15-Nov,Good,61-80,61-80,1901-2100,51-100
1839,Collin Martinez,4/26/1985,Male,Associate's,5/1/2020,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,55089.34,2,22,White,4,39,36-45,4-6 Years,50K-75K,2023,3,43,46,2123.5,162,11.25,High,4.25,9289.98,11739.52,5K-10K,10K-20K,Very High,15-Nov,Average,41-60,41-60,Above 2100,151-200
1840,Wendy Moran,10/29/2004,Female,Doctorate,1/16/2018,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,56092.6,1,24,White,6,20,18-25,4-6 Years,50K-75K,2023,2.333333333,65,78,2018.666667,152.8333333,8.666666667,High,4.166666667,10767.62,13279.8,10K-15K,10K-20K,Very High,10-Jun,Average,61-80,61-80,1901-2100,151-200
1841,Carla Harris,3/16/1994,Male,Associate's,2/28/2018,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,103998.28,2,15,Black,6,30,26-35,4-6 Years,100K-125K,2023,1.833333333,67,76,1855.5,124.1666667,11,Moderate,3.5,9614.6,10561.36,5K-10K,10K-20K,High,15-Nov,Below Average,61-80,61-80,1701-1900,101-150
1842,Sarah Carter,8/24/1993,Male,Master's,9/29/2021,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,75910.8,3,20,Bengali,3,31,26-35,1-3 Years,75K-100K,2023,1,31,40,1798.666667,100,7.666666667,High,2,1899.12,2742.63,500-5K,500-5K,Low,10-Jun,Poor,21-40,21-40,1701-1900,51-100
1843,Laura Bauer,4/11/2002,Male,High School,3/5/2019,Sales,Sales Manager,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,75823.16,2,22,Black,5,22,18-25,4-6 Years,75K-100K,2023,2.8,52,60,1931.4,88.8,7,High,3.2,10180.9,13495.76,10K-15K,10K-20K,High,10-Jun,Average,41-60,41-60,1901-2100,51-100
1844,Katrina Morris,9/1/1991,Male,Bachelor's,9/22/2018,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,118702.1,0,15,White,6,33,26-35,4-6 Years,100K-125K,2023,3,64,75,2035.833333,97.5,13.66666667,Low,4.166666667,13320.59,17470.48,10K-15K,10K-20K,Very High,15-Nov,Average,61-80,61-80,1901-2100,51-100
1845,Girik Kapur,1/31/1970,Female,Bachelor's,8/6/2020,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,52911.31,0,22,Indo-Aryan,4,54,46-55,4-6 Years,50K-75K,2023,3,42,55,1757.5,178.5,10.25,Low,4,8481.29,10377.61,5K-10K,10K-20K,High,15-Nov,Average,41-60,41-60,1701-1900,151-200
1846,Univ.Prof. Vladimir Schönland,10/2/1969,Female,Doctorate,4/12/2021,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,81305.11,1,18,German,3,55,46-55,1-3 Years,75K-100K,2023,4,35,42,1787,108.6666667,5.333333333,High,3.333333333,8753.42,10873.61,5K-10K,10K-20K,High,10-Jun,Good,21-40,41-60,1701-1900,101-150
1847,Naveen Saini,9/6/1974,Male,High School,6/4/2022,Operations,Logistics Manager,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,69032.22,4,22,Indo-Aryan,2,50,46-55,1-3 Years,50K-75K,2023,4,21,26,1843.5,266.5,12.5,Low,4.5,5557.84,7346.05,5K-10K,5K-10K,Very High,15-Nov,Good,21-40,21-40,1701-1900,Above 200
1848,Dr Dominic Griffiths,2/7/2006,Male,Doctorate,9/1/2018,R&D,Research Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,63783.59,1,22,White British,6,18,18-25,4-6 Years,50K-75K,2023,1.666666667,67,80,1976.5,153,11.66666667,Low,4.333333333,6962.29,10528.96,5K-10K,10K-20K,Very High,15-Nov,Below Average,61-80,61-80,1901-2100,151-200
1849,Azad Varkey,5/15/1986,Male,High School,11/11/2018,Operations,Logistics Manager,Mid-Level,Asia,India,28.7041,77.1025,Remote,Part-time,98949.99,3,15,Indo-Aryan,6,38,36-45,4-6 Years,75K-100K,2023,2,64,72,2014.666667,141.6666667,12.33333333,Moderate,3.5,9219.38,11010.71,5K-10K,10K-20K,High,15-Nov,Below Average,61-80,61-80,1901-2100,101-150
1850,Brandon Alvarado,10/23/2005,Female,Doctorate,12/3/2022,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,76800.39,3,22,Bengali,2,19,18-25,1-3 Years,75K-100K,2023,2,22,24,1915.5,186.5,8,Moderate,5,2603.24,4051.9,500-5K,500-5K,Very High,10-Jun,Below Average,21-40,21-40,1901-2100,151-200
1851,Angelica Lawson,5/11/1986,Female,Master's,9/26/2021,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,54504.36,1,24,Bengali,3,38,36-45,1-3 Years,50K-75K,2023,2.333333333,31,36,2026.333333,230.3333333,8,Low,2.333333333,5447.29,6748.16,5K-10K,5K-10K,Medium,10-Jun,Average,21-40,21-40,1901-2100,Above 200
1852,Kathleen Stone,9/14/1966,Female,Doctorate,3/11/2018,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,98854.68,1,15,Bengali,2,58,56-66,1-3 Years,75K-100K,2020,1,32,36,1904,119.3333333,5.666666667,Moderate,3.666666667,2102.48,2845.33,500-5K,500-5K,High,10-Jun,Poor,21-40,21-40,1901-2100,101-150
1853,Theodore Bava,6/13/1999,Female,Associate's,12/20/2020,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,73634.65,3,22,Dravidian,4,25,18-25,4-6 Years,50K-75K,2023,2,44,53,1962.75,189.75,10.5,High,3.75,5642.4,7609.58,5K-10K,5K-10K,High,15-Nov,Below Average,41-60,41-60,1901-2100,151-200
1854,Michelle Price,2/18/1963,Female,Master's,7/29/2021,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,53839.53,0,22,Bengali,3,61,56-66,1-3 Years,50K-75K,2023,1.666666667,31,36,1714,163.3333333,5.333333333,Low,3.333333333,4042.19,4745.11,500-5K,500-5K,High,10-Jun,Below Average,21-40,21-40,1701-1900,151-200
1855,Tim Rowe,8/24/1962,Male,Master's,7/1/2022,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,75460.18,3,22,White,2,62,56-66,1-3 Years,75K-100K,2023,2.5,23,29,2012,39,9,Moderate,5,3295.59,4743.64,500-5K,500-5K,Very High,10-Jun,Average,21-40,21-40,1901-2100,0-50
1856,Henriette Niemeier,11/26/1967,Female,Associate's,11/4/2019,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Part-time,71817.63,3,20,German,5,57,56-66,4-6 Years,50K-75K,2023,3,54,57,1903.8,174,9.4,High,3.4,11178.85,14996.33,10K-15K,10K-20K,High,10-Jun,Average,41-60,41-60,1901-2100,151-200
1857,Mary Craig,1/19/1998,Male,Doctorate,8/8/2021,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,57378.31,3,22,White,3,26,26-35,1-3 Years,50K-75K,2023,3.333333333,32,39,1861.333333,181,13,Low,3.333333333,7201.27,9515.83,5K-10K,5K-10K,High,15-Nov,Good,21-40,21-40,1701-1900,151-200
1858,Marilyn Lambert,4/10/1991,Female,Bachelor's,10/21/2021,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,64683.01,2,22,Black British,3,33,26-35,1-3 Years,50K-75K,2023,3.333333333,33,36,1752,176,12.66666667,Moderate,4,6677.92,9640.05,5K-10K,5K-10K,High,15-Nov,Good,21-40,21-40,1701-1900,151-200
1859,Charles Brown,3/2/1963,Female,Master's,10/22/2020,Marketing,Marketing Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,40332.3,3,25,White British,4,61,56-66,4-6 Years,30K-50K,2023,3.5,40,55,1954,175.5,14.25,Low,3.75,8880.7,13320.21,5K-10K,10K-20K,High,15-Nov,Good,21-40,41-60,1901-2100,151-200
1860,Charles Wilson,4/18/1982,Male,Master's,10/10/2022,Sales,Account Executive,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,44099.7,1,22,White,0,42,36-45,<1 Year,30K-50K,2022,2,11,11,1864,19,6,Moderate,5,1295.1,2032.22,500-5K,500-5K,Very High,10-Jun,Below Average,20-Oct,20-Oct,1701-1900,0-50
1861,Anay Narayanan,9/25/1970,Female,High School,8/18/2021,R&D,R&D Engineer,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,90647.17,2,18,Dravidian,2,54,46-55,1-3 Years,75K-100K,2023,2.333333333,31,35,1542.333333,74.66666667,12.66666667,Moderate,2.666666667,5076.2,6806.51,5K-10K,5K-10K,Medium,15-Nov,Average,21-40,21-40,1501-1700,51-100
1862,Jason Williams,5/1/1986,Male,Associate's,9/28/2018,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,75948.49,2,18,Bengali,6,38,36-45,4-6 Years,75K-100K,2023,2.666666667,65,77,1864.833333,149.6666667,7.833333333,Low,4,10704.07,14351.75,10K-15K,10K-20K,High,10-Jun,Average,61-80,61-80,1701-1900,101-150
1863,Daniel Kirk,1/6/1976,Male,Master's,9/24/2019,Sales,Sales Representative,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,74392.9,1,22,Bengali,5,48,46-55,4-6 Years,50K-75K,2023,2.4,57,73,1889,160,11,Low,4.4,7581.58,11107.32,5K-10K,10K-20K,Very High,15-Nov,Average,41-60,61-80,1701-1900,151-200
1864,Karl-Hans Weihmann B.A.,4/30/1990,Male,High School,6/24/2022,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,92437.56,3,15,German,2,34,26-35,1-3 Years,75K-100K,2023,2.5,23,25,1857,136.5,2,High,5,3635.73,5209.79,500-5K,5K-10K,Very High,5-Jan,Average,21-40,21-40,1701-1900,101-150
1865,Carlos Garcia,11/4/1969,Female,High School,11/7/2020,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,61573.09,1,20,Hispanic,4,55,46-55,4-6 Years,50K-75K,2023,2.25,43,48,2005,91.5,11.5,Moderate,4.5,6551.42,9247.23,5K-10K,5K-10K,Very High,15-Nov,Average,41-60,41-60,1901-2100,51-100
1866,Univ.Prof. Kasimir Krein B.A.,2/17/1967,Female,Bachelor's,7/20/2020,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,67580.37,0,20,German,4,57,56-66,4-6 Years,50K-75K,2023,2.25,43,48,1820,145.75,10.5,Moderate,4.25,7195.23,8611.53,5K-10K,5K-10K,Very High,15-Nov,Average,41-60,41-60,1701-1900,101-150
1867,Kristiane Schulz,8/6/1983,Male,High School,9/19/2020,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,73588.94,0,20,German,4,41,36-45,4-6 Years,50K-75K,2023,2.25,44,51,1966.25,186.25,9.5,Moderate,3,5786.97,8465.18,5K-10K,5K-10K,Medium,10-Jun,Average,41-60,41-60,1901-2100,151-200
1868,Leigh Winter,2/24/1972,Other,Doctorate,10/12/2021,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Part-time,53046.52,1,22,UK-Other,0,52,46-55,<1 Year,50K-75K,2023,2,31,32,1937.333333,85.33333333,10.66666667,High,2,4623.37,5961.75,500-5K,5K-10K,Low,15-Nov,Below Average,21-40,21-40,1901-2100,51-100
1869,Christopher Gibson,3/23/1974,Female,Associate's,8/30/2019,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,58616.86,2,22,Hispanic,5,50,46-55,4-6 Years,50K-75K,2023,1.2,52,60,1970.2,154.2,14.2,Moderate,4.2,4035.98,6008.31,500-5K,5K-10K,Very High,15-Nov,Below Average,41-60,41-60,1901-2100,151-200
1870,Lekha Gade,10/1/1983,Female,High School,6/17/2022,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,119072.93,2,15,Indo-Aryan,2,41,36-45,1-3 Years,100K-125K,2023,3,21,26,1892,235.5,15,Moderate,3,3411.17,5508.54,500-5K,5K-10K,Medium,15-Nov,Average,21-40,21-40,1701-1900,Above 200
1871,Prof. Jerzy Kensy MBA.,11/27/1967,Male,Associate's,5/14/2022,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,46712.21,2,22,German,2,57,56-66,1-3 Years,30K-50K,2023,1,22,25,1829.5,105.5,3,High,3,1153.69,1909.6,500-5K,500-5K,Medium,5-Jan,Poor,21-40,21-40,1701-1900,101-150
1872,Manthan Raju,11/29/1989,Female,Master's,2/1/2021,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,83244,4,20,Dravidian,3,35,26-35,1-3 Years,75K-100K,2023,2,32,36,1722.333333,147.6666667,15.33333333,High,3.333333333,4688.57,5945.48,500-5K,5K-10K,High,16-20,Below Average,21-40,21-40,1701-1900,101-150
1873,Angela Walter,2/11/1968,Male,Doctorate,2/14/2022,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,54437.15,0,22,Bengali,2,56,56-66,1-3 Years,50K-75K,2023,2.5,23,26,1753.5,218.5,17,High,2.5,3531.91,5278.77,500-5K,5K-10K,Medium,16-20,Average,21-40,21-40,1701-1900,Above 200
1874,Ishita Walia,7/8/1962,Female,High School,10/28/2021,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,71084.83,0,22,Dravidian,3,62,56-66,1-3 Years,50K-75K,2023,2.333333333,32,41,1742.333333,133.3333333,3.666666667,Low,4,4836.63,6801.71,500-5K,5K-10K,High,5-Jan,Average,21-40,41-60,1701-1900,101-150
1875,Erika Scott,7/29/1979,Male,High School,7/24/2020,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,59313.39,0,22,White,4,45,36-45,4-6 Years,50K-75K,2023,3,42,49,2107.5,95.75,12.25,Low,4.25,6950.12,11298.68,5K-10K,10K-20K,Very High,15-Nov,Average,41-60,41-60,Above 2100,51-100
1876,Herr Ben Walter B.Sc.,5/10/1988,Male,High School,2/8/2021,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,132196.43,1,15,Germany-Other,3,36,36-45,1-3 Years,125K-150K,2023,3,32,38,1881.666667,153.6666667,7.333333333,High,3.333333333,5744.85,8082.19,5K-10K,5K-10K,High,10-Jun,Average,21-40,21-40,1701-1900,151-200
1877,Klaus Wilms-Heinrich,9/4/1986,Male,High School,8/26/2019,Finance,Accountant,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,110682.64,1,18,German,0,38,36-45,<1 Year,100K-125K,2019,4,10,10,2326,191,4,Moderate,3,3319.63,4000,500-5K,500-5K,Medium,5-Jan,Good,20-Oct,20-Oct,Above 2100,151-200
1878,Joseph Benjamin,7/9/1995,Male,Doctorate,5/26/2018,Sales,Account Executive,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,41781.21,1,24,White,6,29,26-35,4-6 Years,30K-50K,2023,2.833333333,61,69,1917.833333,111,13.16666667,Low,4,13020.17,16076.22,10K-15K,10K-20K,High,15-Nov,Average,61-80,61-80,1901-2100,101-150
1879,Frau Susan Röhricht,8/10/1999,Female,Doctorate,5/11/2022,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,70765.82,0,22,German,2,25,18-25,1-3 Years,50K-75K,2023,2,21,24,2036,134,17,High,4,2826.67,3932.06,500-5K,500-5K,High,16-20,Below Average,21-40,21-40,1901-2100,101-150
1880,Dennis Snyder,3/11/1968,Male,Bachelor's,11/14/2020,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,91909.69,4,18,Hispanic,4,56,56-66,4-6 Years,75K-100K,2023,3,44,51,1987.5,124.5,16,High,4.5,7768.68,12254.5,5K-10K,10K-20K,Very High,16-20,Average,41-60,41-60,1901-2100,101-150
1881,Tanish Kurian,2/27/1989,Female,High School,1/28/2020,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Part-time,63196.72,3,22,Dravidian,4,35,26-35,4-6 Years,50K-75K,2023,1.75,43,52,1955.25,36.5,6,Low,3.75,4838.4,6842.76,500-5K,5K-10K,High,10-Jun,Below Average,41-60,41-60,1901-2100,0-50
1882,Juan Wilson,12/6/1977,Female,Master's,7/17/2020,Sales,Sales Representative,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,59315.58,1,24,Bengali,4,47,46-55,4-6 Years,50K-75K,2023,2.75,41,43,1918.5,152.25,8.25,Low,3.75,9060.86,10732.12,5K-10K,10K-20K,High,10-Jun,Average,41-60,41-60,1901-2100,151-200
1883,Calvin Manning,10/18/1995,Female,Bachelor's,7/15/2021,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,98421.34,4,15,White,3,29,26-35,1-3 Years,75K-100K,2023,2.333333333,32,33,2113.666667,171,10,Moderate,4,5204.71,7244.94,5K-10K,5K-10K,High,10-Jun,Average,21-40,21-40,Above 2100,151-200
1884,Timothy Russell,1/30/1973,Female,Doctorate,5/12/2021,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,46099.08,4,24,Hispanic,3,51,46-55,1-3 Years,30K-50K,2023,2.666666667,33,35,1899.666667,189,9.666666667,High,2.666666667,6304.45,8018.94,5K-10K,5K-10K,Medium,10-Jun,Average,21-40,21-40,1701-1900,151-200
1885,Walburga Hoffmann-Knappe,9/27/1959,Male,Doctorate,12/20/2022,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,58370.56,1,22,German,2,65,56-66,1-3 Years,50K-75K,2023,2.5,22,23,1823.5,82,11,High,4.5,3442.56,5362.78,500-5K,5K-10K,Very High,15-Nov,Average,21-40,21-40,1701-1900,51-100
1886,Joana Scheuermann,4/16/1971,Female,Doctorate,9/11/2019,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,139608.79,1,15,German,5,53,46-55,4-6 Years,125K-150K,2023,2,55,64,1987.2,195.2,11,Moderate,2.4,8390.11,10579.84,5K-10K,10K-20K,Medium,15-Nov,Below Average,41-60,61-80,1901-2100,151-200
1887,Dr Nicola Lewis,6/26/1975,Female,Bachelor's,2/26/2022,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,95253.46,3,18,White British,2,49,46-55,1-3 Years,75K-100K,2023,2,23,23,1670.5,209.5,8,High,3.5,3016.1,4445.9,500-5K,500-5K,High,10-Jun,Below Average,21-40,21-40,1501-1700,Above 200
1888,Laurenz Hermighausen-Jacobi Jäckel,6/9/1974,Male,High School,4/14/2021,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,48038.1,2,22,German,3,50,46-55,1-3 Years,30K-50K,2023,2.666666667,34,38,1836,136.6666667,9,Low,4.333333333,5278.77,7881.27,5K-10K,5K-10K,Very High,10-Jun,Average,21-40,21-40,1701-1900,101-150
1889,Keith Moore,6/5/1979,Male,Bachelor's,8/30/2019,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,114346.19,3,18,White,3,45,36-45,1-3 Years,100K-125K,2021,2.333333333,33,40,1757,175.6666667,5,High,3,4705.43,5949.03,500-5K,5K-10K,Medium,5-Jan,Average,21-40,21-40,1701-1900,151-200
1890,Frederick Owen,2/8/1997,Female,Bachelor's,8/28/2020,Finance,Financial Analyst,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,53143.57,1,24,White British,0,27,26-35,<1 Year,50K-75K,2024,3.142857143,76,90,2095,158.8571429,12.14285714,Moderate,2.571428571,17457.56,16227.57,15K-20K,10K-20K,Medium,15-Nov,Good,61-80,Above 80,1901-2100,151-200
